comment,label,df,cleaned
අනේ අවජාතක බල්ලෝ ලෝකයේම තත්වෙ තේරුම් ගනින් කාලකණ්ණි බල්ලෝ .....තොපේ පාලනය තිබුනනම් බලාගන්න තිබුනා කොරෝනා හැදිලා මිනිස්සු මැරෙන හැටි....පාස්කු ප්‍රරහාරය වලක්වගන්න බැරිඋන කාලකණ්ණි තොපි .....කොරෝනා හැදිලා මිනිස්සු පාරක් පාරක් ගානේ මැරෙන තැනට රට වැටෙනකන් බලන් ඉන්නේ දේශපාලන වාසිගන්න ගූ කාපන් කාලකණ්ණි බල්ලෝ ..ව්‍යාපාරය කරන්නත් යකෝ මිනිස්සු ජීවත් වෙන්න ඕන.තොපිට ඕන රටේ ජනතාවගේ මිනී උඩින් හරි ගිහින් දේශපාලන වාසිගන්න බලන් ඉන්න හිගන හැත්ත නොදකින් අවජාතක බල්ලා....!,1,B,අනේ අවජාතක බල්ලෝ ලෝකයේ තත්වෙ තේර ගනින් කාලකණ්ණි බල්ලෝ තොපේ පාලනය තිබුනන බලාග තිබු කොරෝ හැද මිනිස්ස මැරෙන හැටි පාස් ප්‍රරහාර වලක්වග බැරිඋ කාලකණ්ණි තොපි කොරෝ හැද මිනිස්ස පාරක් පාරක් ගානේ මැරෙන තැනට රට වැටෙනක බලන් ඉන්නේ දේශපාල වාසිග ගූ කාපන් කාලකණ්ණි බල්ලෝ ව්‍යාපාර කරන්න යකෝ මිනිස්ස ජීවත් වෙන්න ඕන තොපිට ඕන රටේ ජනතා මිනී උඩින් හරි ගිහ දේශපාල වාසිග බලන් ඉන්න හිගන හැත්ත නොද අවජාතක බල්ලා
අනේ අැයි මෙවගෙ දුර්වල මිනිසුන්ගෙ නිගමනයන් ගනන් ගන්නෙ බුදුන් වහන්සේ මිනි මස් කැවා කියලා කියපු මෙි මනුස්සයා නිසා බෞද්ධ ජනතාව කමිපා වුනා හැබැයි එ් කියපු කටින්ම ප්‍රසිද්ධියේ සමාව ගන්න සිදු විය ...එවැනි මුසාවන් පවසා මුස්ලිමි තම ජනතාව නොමග යැවු මොහු පිලිපබද බුද්ධිමත් මුස්ලිමි ජනතාව තුල කිසිදු ප්‍රසාදයක් නොමැත.,0,B,අනේ අැයි මෙවගෙ දුර මිනිසුන් නිගමන ගනන් ගන්නෙ බුද වහන්සෙ මිනි මස් කැවා කියලා කියපු මෙි මනුස්ස නිසා බෞද්ධ ජනතාව කමිපා වුනා හැබැ එ් කියපු කටින් ප්‍රසිද්ධියෙ සමාව ගන්න සිදු විය එවැනි මුසා පවසා මුස්ලි තම ජනතාව නොමග යැවු මොහු පිලිපබ බුද්ධිම මුස්ලි ජනතාව තුල කිසිද ප්‍රසාද නොමැත
"අනේ ඇංටි මෙහෙ එන්න එපා පැටියො ඔහේම වැලලියං,,,,හොදේ හොද එකානේ,,,",1,B,අනේ ඇංටි මෙහෙ එන්න එපා පැටිය ඔහේම වැලලියං හොදේ හොද එකානේ
අනේ ඇන්ටි ඔහේව දැක්කම කියන්න පුලුවන් ඕයි තමුසෙලාගෙ හැටි බලපියකො තොගෙ වේස ගතිය,1,B,අනේ ඇන්ටි ඔහේව දැක් කිය පුලු ඕයි තමුසෙලා හැටි බලපියක තොගෙ වේස ගතිය
අනේ ඇන්ටියෝ......ඔහොමද ළමයිට ආදර්ශයක් වෙන්නේ.ඔයාගේ කතාවට හිනා යනවා අප්පා.ඔයාගේ මන්ද මානසික චර්‍යාව හැමෝටම ප්‍රසිද්ධ කරපු ඇන්ටි .....................ඔයාගේ පව්ලේ අයත් ඔයා වගේ නෙවෙයිනම් එයාලට වහ කාලා මැරෙන්න හිතෙනවා ඇති............ඔයාගේ කටේ සැර දවසක මහත්තයාගෙන් අම්බානෙකට කන්න වෙයි ඔහොම ගියොත්......හොද ආදර්ශයක් ඈ ඔයා දුන්නෙ.අපි ඔයා කියනකල් දැනගෙන හිටියේ නෑනේ ලංකාවේ ඉන්නේ බල්ලෝ කියලා.තෑන්ක්ස් ආ අපිට පැහැදිලි කරලා දුන්නට........,1,B,අනේ ඇන්ටි ඔහොමද ළමයිට ආදර්ශ වෙ ඔයාගේ කතාවට හිනා යනවා අප්පා ඔයාගේ මන්ද මානසික චර්‍යා හැමෝ ප්‍රසිද්ධ කරපු ඇන්ටි ඔයාගේ පව්ලේ අයත් ඔයා වගේ නෙවෙයින එයාලට වහ කාලා මැරෙ හිතෙ ඇති ඔයාගේ කටේ සැර දවසක මහත්ත අම්බානෙ කන්න වෙයි ඔහොම ගිය හොද ආදර්ශ ඈ ඔයා දු අපි ඔයා කියනකල දැනගෙ හිටි නෑනේ ලංක ඉන්නේ බල්ලෝ කියලා තෑන්ක්ස ආ අපිට පැහැද කරලා දු
අනේ ඉතලියේ ඉන්න එඋන්ට කියල හුකා ගනින් ගොන් වේසි ,1,B,අනේ ඉතලි ඉන්න එඋන්ට කියල හුකා ගනින් ගොන් වේසි
අනේ ඉතින් ඔයත් කියන කතා....,0,B,අනේ ඉතින් ඔයත් කියන කතා
අනේ උන්ට කියලා අරව ගනින්,1,B,අනේ උන්ට කියලා අරව ගනින්
අනේ උන්දේ උඔලට ඔච්චර කෙලවිලත් කටේ උජාරුව අපි තිස් අවුරුද්දක් තිබුනු යුද්දෙත් නැති කල ත්‍රිවිධ හමුදාවක් හිමි ජාතියක් උඔ වගේ සක්කිලි බඩු ලංකාවේ නෑ ඔය කයිය ගහන්නේ ගව් ගානක් දුරු ඉදලනේ ලග හිටිය නං බිමදාලා පාගනවා කට .,1,B,අනේ උන්දේ උඔලට ඔච්චර කෙලවිල කටේ උජාර අපි තිස් අවුරුද්ද තිබු යුද්දෙ නැති කල ත්‍රිවිධ හමුදා හිමි ජාති උඔ වගේ සක්ක බඩු ලංක නෑ ඔය කයිය ගහ ගව් ගානක් දුරු ඉදලනේ ලග හිටිය නං බිමදා පාග කට
"අනේ උබ ඔච්චරටම ඉතාලියට කැමති නම් , ලංකාවට අකමෙති නම්මු ඩුක්කුවක් දාගත්තේ ඇයි ??? ලංකාව ගවගන්නේ නැතුව උබේ ගුබ්බැයාමට දාගනින් වෙන නමක් බැල්ලී ",1,B,අනේ උබ ඔච්චර ඉතාලි කැමති නම් ලංකා අකමෙ නම්මු ඩුක්කු දාගත්ත ඇයි ලංකාව ගවග නැතුව උබේ ගුබ්බැයා දාගන වෙන නමක් බැල්ල
අනේ උබ මැරියන් හුත්ති,1,B,අනේ උබ මැර හුත්
අනේ උබ හුකහන් කැරි හුත්ති තෝ බොල අපේ රටට ගරහන්න තරන් නිිචද තොපේ රටෙ එවුන් පිං කරල හින්ද තමයි දවසට 700 800 මැරෙන්නේ කැරි වෙසි යකෝ අපි නිියම සිිංහලු අපේ ආගම උතුමිි බුද්දා ගම අපේ එවුන්ගේ මයිල් ගහකටවත් හනිියක් වෙන්නැ බොල තො වගේ නිිච එවු මගේ මතුභුමියේ මිහිදන් කරන්න නොලැබෙවා පටිට වෙසි,1,B,අනේ උබ හුකහ කැරි හුත් තෝ බොල අපේ රටට ගරහ තරන් නිිචද තොපේ රටෙ එවුන් පිං කරල හින්ද තමයි දවසට මැරෙ කැරි වෙසි යකෝ අපි නිියම සිිංහල අපේ ආගම උතුමිි බුද්ද ගම අපේ එව මයිල් ගහකට හනිි වෙන්නැ බොල තො වගේ නිිච එවු මගේ මතුභුමි මිහිද කරන්න නොලැබෙ පටිට වෙසි
